2022-05-04 17:33:42.999282 [info]:========== Server init ==========
2022-05-04 17:33:42.999357 [info]:Port:12345, OpenLinger: false
2022-05-04 17:33:42.999368 [info]:Listen Mode: LT, OpenConn Mode: LT
2022-05-04 17:33:42.999374 [info]:LogSys level: 1
2022-05-04 17:33:42.999379 [info]:srcDir: /home/xf/a-web/myweb/resources/
2022-05-04 17:33:42.999391 [info]:SqlConnPool num: 12, ThreadPool num: 6
2022-05-04 17:33:42.999408 [info]:database test1 begin
2022-05-04 17:33:43.000475 [info]:database test1 end
2022-05-04 17:33:43.000673 [info]:database test2 begin
2022-05-04 17:33:43.001339 [info]:database test2 end
2022-05-04 17:33:43.033032 [info]:========== Server start ==========
2022-05-04 17:33:53.039765 [info]:Client[8] in!
2022-05-04 17:33:53.040268 [info]:Client[8] quit!
2022-05-04 17:33:54.044043 [info]:Client[8] in!
2022-05-04 17:33:54.044147 [info]:Client[9] in!
2022-05-04 17:33:54.044168 [info]:Client[10] in!
2022-05-04 17:33:54.044187 [info]:Client[11] in!
2022-05-04 17:33:54.044206 [info]:Client[12] in!
2022-05-04 17:33:54.044234 [info]:Client[13] in!
2022-05-04 17:33:54.044257 [info]:Client[14] in!
2022-05-04 17:33:54.044290 [info]:Client[15] in!
2022-05-04 17:33:54.044312 [info]:Client[16] in!
2022-05-04 17:33:54.044431 [info]:Client[17] in!
2022-05-04 17:33:54.044473 [info]:Client[18] in!
2022-05-04 17:33:54.044510 [info]:Client[19] in!
2022-05-04 17:33:54.044538 [info]:Client[20] in!
2022-05-04 17:33:54.044556 [info]:Client[21] in!
2022-05-04 17:33:54.044571 [info]:Client[22] in!
2022-05-04 17:33:54.044585 [info]:Client[23] in!
2022-05-04 17:33:54.044642 [info]:Client[24] in!
2022-05-04 17:33:54.044667 [info]:Client[25] in!
2022-05-04 17:33:54.044685 [info]:Client[26] in!
2022-05-04 17:33:54.044706 [info]:Client[27] in!
2022-05-04 17:33:54.044764 [info]:Client[28] in!
2022-05-04 17:33:54.044796 [info]:Client[29] in!
2022-05-04 17:33:54.044825 [info]:Client[30] in!
2022-05-04 17:33:54.045261 [info]:Client[31] in!
2022-05-04 17:33:54.046399 [info]:Client[32] in!
2022-05-04 17:33:54.050381 [info]:Client[39] in!
2022-05-04 17:33:54.050462 [info]:Client[40] in!
2022-05-04 17:33:54.050480 [info]:Client[41] in!
2022-05-04 17:33:54.050498 [info]:Client[42] in!
2022-05-04 17:33:54.050516 [info]:Client[43] in!
2022-05-04 17:33:54.050535 [info]:Client[44] in!
2022-05-04 17:33:54.050562 [info]:Client[45] in!
2022-05-04 17:33:54.050583 [info]:Client[46] in!
2022-05-04 17:33:54.050606 [info]:Client[47] in!
2022-05-04 17:33:54.050626 [info]:Client[48] in!
2022-05-04 17:33:54.050641 [info]:Client[49] in!
2022-05-04 17:33:54.050658 [info]:Client[50] in!
2022-05-04 17:33:54.050671 [info]:Client[51] in!
2022-05-04 17:33:54.050685 [info]:Client[52] in!
2022-05-04 17:33:54.050699 [info]:Client[53] in!
2022-05-04 17:33:54.054303 [info]:Client[33] in!
2022-05-04 17:33:54.054413 [info]:Client[34] in!
2022-05-04 17:33:54.054435 [info]:Client[35] in!
2022-05-04 17:33:54.054461 [info]:Client[36] in!
2022-05-04 17:33:54.054487 [info]:Client[37] in!
2022-05-04 17:33:54.054741 [info]:Client[18] quit!
2022-05-04 17:33:54.054754 [info]:Client[14] quit!
2022-05-04 17:33:54.054786 [info]:Client[9] quit!
2022-05-04 17:33:54.054796 [info]:Client[17] quit!
2022-05-04 17:33:54.054815 [info]:Client[11] quit!
2022-05-04 17:33:54.054823 [info]:Client[21] quit!
2022-05-04 17:33:54.054857 [info]:Client[22] quit!
